year,Rank,Artist,Title,Spotify_Popularity,Artist_Popularity
1985,65,Cyndi Lauper,All Through The Night,55,72
1985,66,Bryan Adams,Run To You,63,76
1985,67,Bruce Springsteen,Glory Days,62,78
1985,68,‘Til Tuesday,Voices Carry,53,45
1985,69,Kool and The Gang,Misled,26,66
1985,70,Eurythmics,Would I Lie To You?,46,71
1985,71,ABC,Be Near Me,40,55
1985,72,Paul McCartney,No More Lonely Nights,45,79
1985,73,Survivor,I Can’t Hold Back,-1,69
1985,74,Bryan Adams,Summer Of ’69,78,76
1985,75,Katrina and The Waves,Walking On Sunshine,77,64
1985,76,Wham!,Freedom,51,78
1985,77,Julian Lennon,Too Late For Goodbyes,46,40
1985,78,Julian Lennon,Valotte,38,40
1985,79,Power Station,Some Like It Hot,42,47
1985,80,Ashford and Simpson,Solid,50,48
1985,81,Madonna,Angel,42,78
1985,82,Bruce Springsteen,I’m On Fire,-1,78
1985,83,Daryl Hall and John Oates,Method Op Modern Love,-1,76
1985,84,Thompson Twins,Lay Your Hands On Me,29,59
1985,85,Debarge,Who’s Holding Donna Now,-1,56
1985,86,John Cougar Mellencamp,Lonely Ol’ Night,-1,20
1985,87,Heart,What About Love,57,70
1985,88,David Lee Roth,California Girls,41,51
1985,89,Kool and The Gang,Fresh,44,66
1985,90,Jermaine Jackson,Do What You Do,32,49
1985,91,The Time,Jungle Of Love,-1,45
1985,92,Bruce Springsteen,Born In The USA,-1,78
1985,93,Tina Turner,Private Dancer,-1,70
1985,94,Aretha Franklin,Who’s Zoomin’ Who,-1,75
1985,95,Sting,Fortress Around Your Heart,38,73
1985,96,Lionel Richie,Penny Lover,45,72
1985,97,Don Henley,All She Wants To Do Is Dance,51,66
1985,98,Madonna,Dress You Up,43,78
1985,99,Night Ranger,Sentimental Street,32,52
1985,100,Sheena Easton,Sugar Walls,27,55
1986,1,Dionne and Friends,That’s What Friends Are For,-1,-1
1986,2,Lionel Richie,"Say You, Say Me",69,72
1986,3,Klymaxx,I Miss You,33,42
1986,4,Patti Labelle and Michael McDonald,On My Own,-1,-1
1986,5,Mr. Mister,Broken Wings,61,59
1986,6,Whitney Houston,How Will I Know,70,78
1986,7,Eddie Murphy,Party All The Time,54,49
1986,8,Survivor,Burning Heart,63,69
1986,9,Mr. Mister,Kyrie,37,59
1986,10,Robert Palmer,Addicted To Love,64,60
1986,11,Whitney Houston,Greatest Love Of All,63,78
1986,12,Atlantic Starr,Secret Lovers,44,52
1986,13,Carl Anderson and Gloria Loring,Friends And Lovers,-1,-1
1986,14,Peter Cetera,Glory Of Love,71,63
1986,15,Pet Shop Boys,West End Girls,66,68
1986,16,Billy Ocean,There’ll Be Sad Songs,-1,62
1986,17,Simple Minds,Alive And Kicking,59,69
1986,18,Heart,Never,47,70
1986,19,Prince and The Revolution,Kiss,-1,-1
1986,20,Steve Winwood,Higher Love,56,63
1986,21,Huey Lewis and The News,Stuck With You,59,64
1986,22,Simply Red,Holding Back The Years,66,70
1986,23,Peter Gabriel,Sledgehammer,55,65
1986,24,Starship,Sara,54,66
1986,25,Human League,Human,43,63
1986,26,Nu Shooz,I Can’t Wait,-1,42
1986,27,Berlin,Take My Breath Away,55,64
1986,28,Falco,Rock Me Amadeus,55,61
1986,29,Madonna,Papa Don’t Preach,-1,78
1986,30,Bon Jovi,You Give Love A Bad Name,76,80
1986,31,Billy Ocean,When The Going Gets Tough,31,62
1986,32,Janet Jackson,When I Think Of You,46,70
1986,33,Heart,These Dreams,59,70
1986,34,Glass Tiger,Don’t Forget Me (When I’m Gone),-1,46
1986,35,Madonna,Live To Tell,54,78
1986,36,Belinda Carlisle,Mad About You,-1,63
1986,37,Level 42,Something About You,40,58
1986,38,Bananarama,Venus,-1,62
1986,39,Lionel Richie,Dancing On The Ceiling,61,72
1986,40,Miami Sound Machine,Conga,58,56
1986,41,Cyndi Lauper,True Colors,67,72
1986,42,Kenny Loggins,Danger Zone,-1,70
1986,43,Janet Jackson,What Have You Done For Me Lately,44,70
1986,44,Howard Jones,No One Is To Blame,48,54
1986,45,Sly Fox,Let’s Go All The Way,-1,31
1986,46,Robert Palmer,I Didn’t Mean To Turn You On,-1,60
1986,47,Miami Sound Machine,Words Get In The Way,38,56
1986,48,Bangles,Manic Monday,55,64
1986,49,Dire Straits,Walk Of Life,60,76
1986,50,Boston,Amanda,55,68
1986,51,Stacey Q,Two Of Hearts,52,41
1986,52,Jets,Crush On You,-1,52
1986,53,Orchestral Manoeuvres In The Dark,If You Leave,46,61
1986,54,Genesis,Invisible Touch,58,69
1986,55,Sade,The Sweetest Taboo,58,72
1986,56,INXS,What You Need,39,69
1986,57,Stevie Nicks,Talk To Me,38,66
1986,58,Janet Jackson,Nasty,51,70
1986,59,Eddie Money,Take Me Home Tonight,62,60
1986,60,Jermaine Stewart,We Don’t Have To Take Our Clothes Off,-1,41
1986,61,Lisa Lisa and Cult Jam With Full Force,All Cried Out,-1,-1
1986,62,Outfield,Your Love,70,64
1986,63,Wham!,I’m Your Man,-1,78
1986,64,Scritti Politti,Perfect Way,39,39
1986,65,James Brown,Living In America,55,68
1986,66,John Cougar Mellencamp,R.O.C.K. In The U.S.A.,-1,20
1986,67,El Debarge,Who’s Johnny,-1,46
1986,68,Cameo,Word Up,62,56
1986,69,Van Halen,Why Can’t This Be Love,-1,74
1986,70,Mike and The Mechanics,Silent Running,40,61
1986,71,Tina Turner,Typical Male,45,70
1986,72,John Cougar Mellencamp,Small Town,-1,20
1986,73,Baltimora,Tarzan Boy,62,51
1986,74,Mike and The Mechanics,All I Need Is A Miracle,44,61
1986,75,Michael McDonald,Sweet Freedom,-1,59
1986,76,Madonna,True Blue,55,78
1986,77,Timex Social Club,Rumors,-1,32
1986,78,Dream Academy,Life In A Northern Town,54,43
1986,79,Miami Sound Machine,Bad Boy,38,56
1986,80,ZZ Top,Sleeping Bag,48,70
1986,81,Cars,Tonight She Comes,28,67
1986,82,Rod Stewart,Love Touch,29,75
1986,83,Sheila E.,A Love Bizarre,43,51
1986,84,Genesis,Throwing It All Away,40,69
1986,85,Regina,Baby Love,-1,66
1986,86,Arcadia,Election Day,36,32
1986,87,Elton John,Nikita,63,82
1986,88,Phil Collins,Take Me Home,54,78
1986,89,Run-D.M.C.,Walk This Way,67,65
1986,90,Anita Baker,Sweet Love,-1,60
1986,91,Moody Blues,Your Wildest Dreams,56,62
1986,92,Paul McCartney,Spies Like Us,-1,79
1986,93,Starpoint,Object Of My Desire,48,37
1986,94,Daryl Hall,Dreamtime,30,76
1986,95,Force M.D.’s,Tender Love,-1,-1
1986,96,Thompson Twins,King For A Day,56,59
1986,97,Lionel Richie,Love Will Conquer All,40,72
1986,98,George Michael,A Different Corner,42,75
1986,99,Toto,I’ll Be Over You,-1,76
1986,100,Stevie Wonder,Go Home,28,79
1987,1,Bangles,Walk Like An Egyptian,49,64
1987,2,Heart,Alone,72,70
1987,3,Gregory Abbott,Shake You Down,53,43
1987,4,Whitney Houston,I Wanna Dance With Somebody (Who Loves Me),80,78
1987,5,Starship,Nothing’s Gonna Stop Us Now,-1,66
1987,6,Robbie Nevil,C’est La Vie,-1,35
1987,7,Whitesnake,Here I Go Again,58,67
1987,8,Bruce Hornsby and The Range,The Way It Is,-1,26
1987,9,Bob Seger,Shakedown,-1,69
1987,10,Bon Jovi,Livin’ On A Prayer,77,80
1987,11,Los Lobos,La Bamba,56,57
1987,12,Wang Chung,Everybody Have Fun Tonight,51,55
1987,13,Crowded House,Don’t Dream It’s Over,-1,67
1987,14,Atlantic Starr,Always,55,52
1987,15,U2,With Or Without You,76,81
1987,16,Jody Watley,Looking For A New Love,32,46
1987,17,Lisa Lisa and Cult Jam,Head To Toe,46,48
1987,18,Tiffany,I Think We’re Alone Now,-1,55
1987,19,Billy Idol,Mony Mony,45,67
1987,20,Billy Vera and The Beaters,At This Moment,-1,32
1987,21,Chris De Burgh,The Lady In Red,68,62
1987,22,Whitney Houston,Didn’t We Almost Have It All,-1,78
1987,23,U2,I Still Haven’t Found What I’m Looking For,40,81
1987,24,George Michael,I Want Your Sex,49,75
1987,25,Duran Duran,Notorious,38,69
1987,26,Debbie Gibson,Only In My Dreams,51,57
1987,27,Bill Medley and Jennifer Warnes,(I’ve Had) The Time Of My Life,-1,15
1987,28,Peter Cetera and Amy Grant,The Next Time I Fall,-1,-1
1987,29,Club Nouveau,Lean On Me,36,40
1987,30,Madonna,Open Your Heart,46,78
1987,31,Lisa Lisa and Cult Jam,Lost In Emotion,45,48
1987,32,Cutting Crew,(I Just) Died In Your Arms,67,61
1987,33,T’pau,Heart And Soul,-1,-1
1987,34,Kim Wilde,You Keep Me Hangin’ On,60,60
1987,35,Georgia Satellites,Keep Your Hands To Yourself,50,46
1987,36,Aretha Franklin and George Michael,I Knew You Were Waiting (For Me),-1,-1
1987,37,Janet Jackson,Control,42,70
1987,38,Prince,U Got The Look,49,83
1987,39,Linda Ronstadt and James Ingram,Somewhere Out There,-1,-1
1987,40,Genesis,Land Of Confusion,54,69
1987,41,Huey Lewis and The News,Jacob’s Ladder,-1,64
1987,42,Madonna,Who’s That Girl,-1,78
1987,43,Jets,You Got It All,-1,52
1987,44,Samantha Fox,Touch Me (I Want Your Body),-1,48
1987,45,Michael Jackson and Siedah Garrett,I Just Can’t Stop Loving You,-1,-1
1987,46,Madonna,Causing A Commotion,43,78
1987,47,Genesis,In Too Deep,46,69
1987,48,Janet Jackson,Let’s Wait Awhile,-1,70
1987,49,Huey Lewis and The News,Hip To Be Square,62,64
1987,50,Chicago,Will You Still Love Me?,44,70
1987,51,Fleetwood Mac,Little Lies,70,82
1987,52,Suzanne Vega,Luka,41,57
1987,53,Bananarama,I Heard A Rumour,-1,62
1987,54,Richard Marx,Don’t Mean Nothing,-1,64
1987,55,Kenny G,Songbird,43,68
1987,56,Europe,Carrie,67,66
1987,57,System,Don’t Disturb This Groove,-1,80
1987,58,Madonna,La Isla Bonita,61,78
1987,59,Michael Jackson,Bad,67,86
1987,60,Prince,Sign ‘O’ The Times,51,83
1987,61,Cyndi Lauper,Change Of Heart,42,72
1987,62,Expose,Come Go With Me,40,46
1987,63,Dan Hill,Can’t We Try,-1,48
1987,64,Billy Idol,To Be A Lover,34,67
1987,65,Bruce Hornsby and The Range,Mandolin Rain,-1,26
1987,66,Swing Out Sister,Breakout,56,49
1987,67,Ben E. King,Stand By Me,78,67
1987,68,Genesis,"Tonight, Tonight, Tonight",40,69
1987,69,Glass Tiger,Someday,-1,46
1987,70,ABC,When Smokey Sings,47,55
1987,71,Levert,Casanova,-1,49
1987,72,Gloria Estefan and Miami Sound Machine,Rhythm Is Gonna Get You,34,32
1987,73,Whispers,Rock Steady,51,55
1987,74,Bon Jovi,Wanted Dead Or Alive,65,80
1987,75,Peter Gabriel,Big Time,37,65
1987,76,Steve Winwood,The Finer Things,34,63
1987,77,Expose,Let Me Be The One,32,46
1987,78,Survivor,Is This Love,42,69
1987,79,Herb Alpert,Diamonds,31,51
1987,80,Expose,Point Of No Return,45,46
1987,81,Fleetwood Mac,Big Love,56,82
1987,82,Lou Gramm,Midnight Blue,44,41
1987,83,Crowded House,Something So Strong,44,67
1987,84,Bryan Adams,Heat Of The Night,35,76
1987,85,Glenn Medeiros,Nothing’s Gonna Change My Love For You,-1,52
1987,86,Bruce Springsteen,Brilliant Disguise,55,78
1987,87,Smokey Robinson,Just To See Her,45,62
1987,88,Heart,Who Will You Run Too,-1,70
1987,89,Bruce Willis,Respect Yourself,-1,34
1987,90,Jets,Cross My Broken Heart,19,52
1987,91,Kool and The Gang,Victory,18,66
1987,92,Pretenders,Don’t Get Me Wrong,-1,67
1987,93,Huey Lewis and The News,Doing It All For My Baby,34,64
1987,94,Breakfast Club,Right On Track,39,33
1987,95,Lionel Richie,Ballerina Girl,45,72
1987,96,Kenny Loggins,Meet Me Half Way,-1,70
1987,97,Cutting Crew,I’ve Been In Love Before,-1,61
1987,98,Beastie Boys,(You Gotta) Fight For Your Right (To Party),-1,71
1987,99,Pseudo Echo,Funkytown,-1,38
1987,100,Ready For The World,Love You Down,42,45
1988,1,George Michael,Faith,74,75
1988,2,INXS,Need You Tonight,63,69
1988,3,George Harrison,Got My Mind Set On You,66,71
1988,4,Rick Astley,Never Gonna Give You Up,66,66
1988,5,Guns N’ Roses,Sweet Child O’ Mine,76,82
1988,6,Whitney Houston,So Emotional,58,78
1988,7,Belinda Carlisle,Heaven Is A Place On Earth,65,63
1988,8,Tiffany,Could’ve Been,-1,55
1988,9,Breathe,Hands To Heaven,46,68
1988,10,Steve Winwood,Roll With It,53,63
1988,11,George Michael,One More Try,55,75
1988,12,Terence Trent d’Arby,Wishing Well,-1,-1
1988,13,Gloria Estefan and Miami Sound Machine,Anything For You,-1,32
1988,14,Cheap Trick,The Flame,62,64
1988,15,Billy Ocean,"Get Outta My Dreams, Get Into My Car",59,62
1988,16,Expose,Seasons Change,29,46
1988,17,Whitesnake,Is This Love,4,67
1988,18,Escape Club,"Wild, Wild West",37,33
1988,19,Def Leppard,Pour Some Sugar On Me,74,71
1988,20,Taylor Dayne,I’ll Always Love You,-1,59
1988,21,Michael Jackson,Man In The Mirror,69,86
1988,22,Debbie Gibson,Shake Your Love,42,57
1988,23,Robert Palmer,Simply Irresistible,49,60
1988,24,Richard Marx,Hold On To The Nights,49,64
1988,25,Eric Carnen,Hungry Eyes,-1,-1
1988,26,Johnny Hates Jazz,Shattered Dreams,62,58
1988,27,George Michael,Father Figure,64,75
1988,28,Samantha Fox,Naughty Girls (Need Love Too),29,48
1988,29,Phil Collins,A Groovy Kind Of Love,-1,78
1988,30,Def Leppard,Love Bites,62,71
1988,31,Richard Marx,Endless Summer Nights,55,64
1988,32,Debbie Gibson,Foolish Beat,61,57
1988,33,Whitney Houston,Where Do Broken Hearts Go,60,78
1988,34,Aerosmith,Angel,58,78
1988,35,Bangles,Hazy Shade Of Winter,-1,64
1988,36,Michael Jackson,The Way You Make Me Feel,71,86
1988,37,Bobby McFerrin,"Don’t Worry, Be Happy",-1,59
1988,38,Eric Carnen,Make Me Lose Control,-1,-1
1988,39,UB40,Red Red Wine,55,71
1988,40,Patric Swayze,She’s Like The Wind,-1,-1
1988,41,Bon Jovi,Bad Medicine,66,80
1988,42,Beach Boys,Kokomo,-1,75
1988,43,Elton John,I Don’t Wanna Go On With You Like That,-1,82
1988,44,Rick Astley,Together Forever,47,66
1988,45,George Michael,Monkey,40,75
1988,46,INXS,Devil Inside,48,69
1988,47,Richard Marx,Should’ve Known Better,-1,64
1988,48,Chicago,I Don’t Wanna Live Without Your Love,-1,70
1988,49,Kylie Minogue,The Loco-Motion,49,74
1988,50,Pet Shop Boys and Dusty Springfield,What Have I Done To Deserve This?,-1,-1
1988,51,Jets,Make It Real,-1,52
1988,52,Information Society,What’s On Your Mind,-1,46
1988,53,Taylor Dayne,Tell It To My Heart,66,59
1988,54,Debbie Gibson,Out Of The Blue,35,57
1988,55,Jody Watley,Don’t You Want Me,-1,46
1988,56,U2,Desire,61,81
1988,57,Belinda Carlisle,I Get Weak,41,63
1988,58,Terence Trent d’Arby,Sign Your Name,-1,-1
1988,59,Roger,I Want To Be Your Man,41,66
1988,60,Pebbles,Girlfriend,24,40
1988,61,Michael Jackson,Dirty Diana,60,86
1988,62,Gloria Estefan and Miami Sound Machine,1 2 3 4,-1,32
1988,63,Pebbles,Mercedes Boy,37,40
1988,64,Huey Lewis and The News,Perfect World,26,64
1988,65,INXS,New Sensation,51,69
1988,66,Pretty Poison,Catch Me (I’m Falling),-1,28
1988,67,New Edition,If It Isn’t Love,-1,59
1988,68,Jets,Rocket 2 U,-1,52
1988,69,Peter Cetera,One Good Woman,43,63
1988,70,Cheap Trick,Don’t Be Cruel,-1,64
1988,71,Elton John,Candle In The Wind,54,82
1988,72,Daryl Hall and John Oates,Everything Your Heart Desires,33,76
1988,73,Foreigner,Say You Will,46,71
1988,74,Keith Sweat,I Want Her,35,62
1988,75,Natalie Cole,Pink Cadillac,-1,65
1988,76,Tracy Chapman,Fast Car,78,72
1988,77,Icehouse,Electric Blue,54,54
1988,78,Bruce Hornsby and The Range,The Valley Road,-1,26
1988,79,Bobby Brown,Don’t Be Cruel,-1,59
1988,80,Pet Shop Boys,Always On My Mind,32,68
1988,81,Brenda Russell feat. Joe Esposito,Piano In The Dark,-1,-1
1988,82,Van Halen,When It’s Love,-1,74
1988,83,Paul Carrack,Don’t Shed A Tear,-1,63
1988,84,Sting,We’ll Be Together,-1,73
1988,85,Joan Jett and The Blackhearts,I Hate Myself For Loving You,64,62
1988,86,Foreigner,I Don’t Want To Live Without You,-1,71
1988,87,Al B. Sure!,Nite And Day,51,49
1988,88,Steve Winwood,Don’t You Know What The Night Can Do,-1,63
1988,89,Whitney Houston,One Moment In Time,-1,78
1988,90,Gloria Estefan and Miami Sound Machine,Can’t Stay Away From You,-1,32
1988,91,George Michael,Kissing A Fool,51,75
1988,92,John Cougar Mellancamp,Cherry Bomb,-1,-1
1988,93,Brenda K. Starr,I Still Believe,-1,40
1988,94,Cher,I Found Someone,55,73
1988,95,INXS,Never Tear Us Apart,56,69
1988,96,Steve Windwood,Valerie,-1,-1
1988,97,David Lee Roth,Just Like Paradise,52,51
1988,98,Poison,Nothin’ But A Good Time,62,65
1988,99,White Lion,Wait,42,55
1988,100,Taylor Dayne,Prove Your Love,37,59
1989,1,Chicago,Look Away,44,70
1989,2,Bobby Brown,My Prerogative,58,59
1989,3,Poison,Every Rose Has Its Thorn,69,65
1989,4,Paula Abdul,Straight Up,62,57
1989,5,Janet Jackson,Miss You Much,45,70
1989,6,Paula Abdul,Cold Hearted,56,57
1989,7,Bette Midler,Wind Beneath My Wings,50,58
1989,8,Milli Vanilli,Girl You Know Its True,33,53
1989,9,Will To Power,"Baby, I Love Your Way-Freebird",58,47
1989,10,Anita Baker,Giving You The Best That I Got,-1,60
1989,11,Richard Marx,Right Here Waiting,73,64
1989,12,Boy Meets Girl,Waiting For A Star To Fall,48,46
1989,13,Debbie Gibson,Lost In Your Eyes,62,57
1989,14,Gloria Estefan,Don’t Wanna Lose You,-1,66
1989,15,Warrant,Heavan,-1,60
1989,16,Milli Vanilli,Girl I’m Gonna Miss You,-1,53
1989,17,Roxette,The Look,69,71
1989,18,Fine Young Cannibals,She Drives Me Crazy,71,62
1989,19,Bobby Brown,On Our Own,45,59
1989,20,Phil Collins,Two Hearts,-1,78
1989,21,Milli Vanilli,Blame It On The Rain,28,53
1989,22,Roxette,Listen To Your Heart,72,71
1989,23,Bon Jovi,I’ll Be There For You,-1,80
1989,24,Simply Red,If You Don’t Know Be By Now,-1,70
1989,25,Madonna,Like A Prayer,59,78
1989,26,New Kids On The Block,I’ll Be Loving You (Forever),-1,61
1989,27,Breathe,How Can I Fall?,46,68
1989,28,Milli Vanilli,Baby Don’t Forget My Number,-1,53
1989,29,Martika,Toy Solider,-1,49
1989,30,Paula Abdul,Forever Your Girl.,37,57
1989,31,Mike and The Mechanics,The Living Years,-1,61
1989,32,The Bangles,Eternal Flame,50,64
1989,33,Tone Loc,Wild Thing,56,49
1989,34,Bad English,When I See You Smile,66,55
1989,35,Cher,If I Could Turn Back Time,71,73
1989,36,Neneh Cherry,Buffalo Stance,50,59
1989,37,Sheriff,When I’m With You,-1,34
1989,38,Taylor Dayne,Don’t Rush Me,-1,59
1989,39,Bon Jovi,Born To Be My Baby,60,80
1989,40,Fine Young Cannibals,Good Thing,64,62
1989,41,Sheena Easton,The Lover In Me,29,55
1989,42,Young M.C.,Bust A Move,-1,7
1989,43,Great White,"Once Bitten, Twice Shy",59,55
1989,44,Prince,Batdance,47,83
1989,45,Michael Damian,Rock On,-1,22
1989,46,Jody Watley,Real Love,29,46
1989,47,B-52’s,Love Shack,-1,-1
1989,48,Bobby Brown,Every Little Step,56,59
1989,49,New Kids On The Block,Hangin’ Tough,49,61
1989,50,Rod Stewart,My Heart Can’t Tell You No,-1,75
1989,51,Love and Rockets,So Alive,53,46
1989,52,New Kids On The Block,You Got It (The Right Stuff),57,61
1989,53,Def Leppard,Armageddon It,51,71
1989,54,Richard Marx,Satisfied,38,64
1989,55,Madonna,Express Yourself,45,78
1989,56,Dino,I Like It,27,50
1989,57,Donny Osmond,Soldier Of Love,-1,61
1989,58,Tears For Fears,Sowing The Seeds Of Love,59,72
1989,59,Madonna,Cherish,44,78
1989,60,White Lion,When The Children Cry,58,55
1989,61,Skid Row,18 And Life,67,64
1989,62,Duran Duran,I Don’t Want Your Love,-1,69
1989,63,.38 Special,Second Chances,-1,60
1989,64,Karyn White,The Way You Love Me,41,44
1989,65,Tone Loc,Funky Cold Medina,53,49
1989,66,Bangles,In Your Room,31,64
1989,67,Natalie Cole,Miss You Like Crazy,59,65
1989,68,Cure,Love Song,18,75
1989,69,Karyn White,Secret Rendesvous,-1,44
1989,70,Jeff Healey Band,Angel Eyes,20,48
1989,71,Guns N’ Roses,Patience,64,82
1989,72,Eddie Money,Walk On Water,36,60
1989,73,New Kids On The Block,Cover Girl,38,61
1989,74,Guns N’ Roses,Welcom To The Jungle,-1,82
1989,75,Surface,Shower Me With Your Love,45,42
1989,76,R.E.M.,Stand,2,75
1989,77,Lita Ford,Close My Eyes Forever,58,50
1989,78,Tiffany,All This Time,48,55
1989,79,Cher and Peter Cetera,After All,-1,-1
1989,80,Bobby Brown,Roni,55,59
1989,81,Aerosmith,Love In An Elevator,45,78
1989,82,Bon Jovi,Lay Your Hands On Me,44,80
1989,83,When In Rome,This Promise,-1,51
1989,84,Edie Brickell and The New Bohemians,What I Am,-1,-1
1989,85,Boys Club,I Remember Holding You,-1,20
1989,86,Guns N’ Roses,Paradise City,72,82
1989,87,Samantha Fox,Iwanna Have Some Fun,-1,48
1989,88,Rick Astley,She Wants To Dance With Me,43,66
1989,89,Vanessa Williams,Dreamin’,-1,56
1989,90,Babyface,It’s No Crime,-1,61
1989,91,Alice Cooper,Poison,68,65
1989,92,Donna Summer,This Time I Know It’s For Real,-1,65
1989,93,Michael Jackson,Smooth Criminal,76,86
1989,94,Deon Estus,Heavan Help Me,-1,26
1989,95,Bobby Brown,Rock Wit’cha,-1,59
1989,96,Sa-fire,Thinking Of You,-1,0
1989,97,Expose,What You Don’t Know,-1,46
1989,98,Ann Wilson and Robin Zander,Surrender To Me,-1,-1
1989,99,Don Henley,The End Of The Innocence,55,66
1989,100,Soul II Soul,Keep On Movin,44,53
1990,1,Wilson Phillips,Hold On,68,57
1990,2,Roxette,It Must Have Been Love,61,71
1990,3,Sinead O’Connor,Nothing Compares 2 U,-1,-1
1990,4,Bell Biv Devoe,Poison,66,57
1990,5,Madonna,Vogue,60,78
1990,6,Mariah Carey,Vision Of Love,58,86
1990,7,Phil Collins,Another Day In Paradise,72,78
1990,8,En Vogue,Hold On,58,60
1990,9,Billy Idol,Cradle Of Love,43,67
1990,10,Jon Bon Jovi,Blaze Of Glory,66,58
1990,11,Bell Biv Devoe,Do Me!,46,57
1990,12,Michael Bolton,How Am I Supposed To Live Without You,68,68
1990,13,Technotronic,Pump Up The Jam,57,58
1990,14,Paula Abdul,Opposites Attract,53,57
1990,15,Janet Jackson,Escapade,50,70
1990,16,Heart,All I Wanna Do Is Make Love To You,63,70
1990,17,Maxi Priest,Close To You,44,50
1990,18,Alannah Myles,Black Velvet,71,58
1990,19,Wilson Phillips,Release Me,47,57
1990,20,Linda Ronstadt and Aaron Neville,Don’t Know Much,-1,-1
1990,21,Lisa Stansfield,All Around The World,47,63
1990,22,Calloway,I Wanna Be Rich,19,47
1990,23,Johnny Gill,Rub You The Right Way,51,53
1990,24,Glenn Medeiros feat. Bobby Brown,She Ain’t Worth It,-1,-1
1990,25,Sweet Sensation,If Wishes Came True,31,36
1990,26,Snap,The Power,55,59
1990,27,Nelson,(Can’t Live Without Your) Love And Affection,-1,71
1990,28,Taylor Dayne,Love Will Lead You Back,56,59
1990,29,Jane Child,Don’t Wanna Fall In Love,-1,33
1990,30,Seduction,Two To Make It Right,34,31
1990,31,Linear,Sending All My Love,-1,33
1990,32,Poison,Unskinny Bop,59,65
1990,33,New Kids On The Block,Step By Step,61,61
1990,34,Roxette,Dangerous,55,71
1990,35,Billy Joel,We Didn’t Start The Fire,-1,77
1990,36,James Ingram,I Don’t Have The Heart,-1,59
1990,37,Rod Stewart,Downtown Train,20,75
1990,38,Janet Jackson,Rhythm Nation,49,70
1990,39,Tommy Page,I’ll Be Your Everything,-1,34
1990,40,B-52’s,Roam,-1,-1
1990,41,Jody Watley,Everything,28,46
1990,42,Soul II Soul,Back To Life,60,53
1990,43,Luther Vandross,Here And Now,48,67
1990,44,Janet Jackson,Alright,36,70
1990,45,Vanilla Ice,Ice Ice Baby,64,60
1990,46,Milli Vanilli,Blame It On The Rain,28,53
1990,47,M.C. Hammer,Have You Seen Her,-1,0
1990,48,Taylor Dayne,With Every Beat Of My Heart,30,59
1990,49,Janet Jackson,Come Back To Me,42,70
1990,50,Michel’le,No More Lies,-1,-1
1990,51,George Michael,Praying For Time,-1,75
1990,52,Michael Bolton,How Can We Be Lovers,50,68
1990,53,Phil Collins,Do You Remember,59,78
1990,54,After 7,Ready Or Not,52,50
1990,55,M.C. Hammer,U Can’t Touch This,-1,0
1990,56,Phil Collins,I Wish It Would Rain Down,58,78
1990,57,Lou Gramm,Just Between You And Me,37,41
1990,58,Phil Collins,Something Happened On The Way To Heaven,54,78
1990,59,Janet Jackson,Black Cat,43,70
1990,60,After 7,Can’t Stop,-1,50
1990,61,Aerosmith,Janie’s Got A Gun,-1,78
1990,62,Digital Underground,The Humpty Dance,60,60
1990,63,Taylor Dayne,I’ll Be Your Shelter,-1,59
1990,64,Tom Petty,Free Fallin’,71,72
1990,65,Pebbles,Giving You The Benefit,28,40
1990,66,Depeche Mode,Enjoy The Silence,64,75
1990,67,Tesla,Love Song,55,59
1990,68,Bad English,Price Of Love,42,55
1990,69,Tyler Collins,Girls Nite Out,-1,5
1990,70,Go West,King Of Wishful Thinking,18,55
1990,71,Chicago,What Kind Of Man Would I Be?,26,70
1990,72,Skid Row,I Remember You,66,64
1990,73,Technotronic,Get Up! (Before The Night Is Over),50,58
1990,74,Gloria Estefan,Here We Are,33,66
1990,75,Faith No More,Epic,67,64
1990,76,Mariah Carey,Love Takes Time,54,86
1990,77,Cher,Just Like Jesse James,50,73
1990,78,B-52s,Love Shack,66,61
1990,79,Milli Vanilli,All Or Nothing,28,53
1990,80,Dino,Romeo,12,50
1990,81,Black Box,Everybody Everybody,46,52
1990,82,Billy Joel,I Go To Extremes,46,77
1990,83,Babyface,Whip Appeal,42,61
1990,84,Paul Young,Oh Girl,59,62
1990,85,D-Mob With Cathy Dennis,C’mon And Get My Love,-1,-1
1990,86,Paula Abdul,(It’s Just) The Way That You Love Me,-1,57
1990,87,The Cover Girls,We Can’t Go Wrong,-1,39
1990,88,Michael Bolton,When I’m Back On My Feet Again,-1,68
1990,89,Keith Sweat,Make You Sweat,35,62
1990,90,New Kids On The Block,This One’s For The Children,-1,61
1990,91,Aerosmith,What It Takes,46,78
1990,92,Kiss,Forever,57,73
1990,93,The Time,Jerk Out,29,45
1990,94,Biz Markie,Just A Friend,-1,53
1990,95,A’me Lorain,Whole Wide World,-1,-1
1990,96,Motley Crue,Without You,47,69
1990,97,Jive Bunny and The Master Mixers,Swing The Mood,-1,-1
1990,98,Prince,Thieves In The Temple,42,83
1990,99,Mellow Man Ace,Mentirosa,38,32
1990,100,Kyper,Tic-Tac-Toe,-1,13
1991,1,Bryan Adams,(Everything I Do) I Do It For You,65,76
1991,2,Color Me Badd,I Wanna Sex You Up,58,53
1991,3,C+C Music Factory,Gonna Make You Sweat,22,12
1991,4,Paula Abdul,Rush Rush,61,57
1991,5,Timmy T,One More Try,43,34
1991,6,EMF,Unbelievable,61,49
