year,Rank,Artist,Title,Spotify_Popularity,Artist_Popularity
1969,72,Marvin Gaye,That’s The Way Love Is,-1,76
1969,73,Nilsson,Everybody’s Talkin’,-1,60
1969,74,Brooklyn Bridge,Worst That Could Happen,16,23
1969,75,Joe Simon,Chokin’ Kind,29,42
1969,76,Flying Machine,Smile A Little Smile For Me,-1,19
1969,77,Tony Joe White,Polk Salad Annie,43,52
1969,78,Kenny Rogers and The First Edition,"Ruby, Don’t Take Your Love To Town",-1,38
1969,79,Joe South,Games People Play,37,33
1969,80,Turtles,You Showed Me,38,61
1969,81,Cuff Links,Tracy,-1,0
1969,82,Dells,"Oh, What A Night",-1,44
1969,83,Beatles,Something,67,88
1969,84,Gary Puckett and The Union Gap,This Girl Is A Woman Now,35,53
1969,85,Beatles,Come Together,77,88
1969,86,Seger System,Ramblin’ Gamblin’ Man Bob,-1,-1
1969,87,Diana Ross and The Supremes,I’m Gonna Make You Love Me,-1,50
1969,88,Marvin Gaye,I Heard It Through The Grapevine,35,76
1969,89,Crazy Elephant,Gimme Gimme Good Lovin’,33,21
1969,90,Booker T and The MG’s,Hang ‘Em High,-1,-1
1969,91,Lou Rawls,Your Good Thing (Is About To End),-1,52
1969,92,Originals,Baby I’m For Real,-1,45
1969,93,Edwin Hawkins Singers,Oh Happy Day,2,38
1969,94,Tom Jones,Love Me Tonight,9,63
1969,95,Paul Revere and The Raiders,"Mr. Sun, Mr. Moon",19,45
1969,96,Guess Who,Laughing,-1,60
1969,97,David Ruffin,My Whole World Ended (The Moment You Left Me),34,45
1969,98,Box Tops,Soul Deep,35,51
1969,99,B.J. Thomas,Hooked On A Feeling,-1,53
1969,100,Box Tops,Sweet Cream Ladies,23,51
1970,1,Simon and Garfunkel,Bridge Over Troubled Water,68,75
1970,2,Carpenters,(They Long To Be) Close To You,57,74
1970,3,Guess Who,American Woman / No Sugar Tonight,-1,60
1970,4,B.J. Thomas,Raindrops Keep Fallin’ On My Head,52,53
1970,5,Edwin Starr,War,-1,53
1970,6,Diana Ross,Ain’t No Mountain High Enough,-1,68
1970,7,Jackson 5,I’ll Be There,-1,76
1970,8,Rare Earth,Get Ready,39,45
1970,9,Beatles,Let It Be,77,88
1970,10,Freda Payne,Band Of Gold,-1,39
1970,11,Three Dog Night,Mama Told Me (Not To Come),53,60
1970,12,Ray Stevens,Everything Is Beautiful,30,41
1970,13,Bread,Make It With You,57,63
1970,14,Vanity Fair,Hitchin’ A Ride,-1,11
1970,15,Jackson 5,ABC,63,76
1970,16,Jackson 5,The Love You Save / I Found That Girl,-1,76
1970,17,Neil Diamond,Cracklin’ Rose,-1,70
1970,18,Dawn,Candida,42,55
1970,19,Sly and The Family Stone,Thank You (Fallettin Me Be Mice Elf Again) / Everybody Is A Star,-1,63
1970,20,Eric Burdon and War,Spill The Wine,21,15
1970,21,Five Stairsteps and Cubie,O-o-h Child / Dear Prudence,-1,-1
1970,22,Norman Greenbaum,Spirit In The Sky,-1,61
1970,23,Melanie and The Edwin Hawkins Singers,Lay Down (Candles In The Rain),-1,-1
1970,24,Temptations,Ball Of Confusion (That’s What The World Is Today),-1,71
1970,25,Moments,Love On A Two Way Street,28,39
1970,26,Poppy Family,Which Way You Goin’ Billy?,-1,27
1970,27,Free,All Right Now,68,70
1970,28,Jackson 5,I Want You Back,-1,76
1970,29,Bobby Sherman,"Julie, Do Ya Love Me",29,27
1970,30,Sugarloaf,Green-eyed Lady,44,34
1970,31,Stevie Wonder,"Signed Sealed, Delivered (I’m Yours)",-1,79
1970,32,Blues Image,Ride Captain Ride,46,35
1970,33,Shocking Blue,Venus,53,50
1970,34,John Ono Lennon,Instant Karma (We All Shine On),-1,-1
1970,35,Clarence Carter,Patches,45,51
1970,36,Creedence Clearwater Revival,Lookin’ Out My Back Door / Long As I Can See The Light,-1,79
1970,37,Brook Benton,Rainy Night In Georgia,44,48
1970,38,Kenny Rogers and The First Edition,Something’s Burning,-1,38
1970,39,Chairmen Of The Board,Give Me Just A Little More Time,-1,39
1970,40,Edison Lighthouse,Love Grows (Where My Rosemary Goes),-1,39
1970,41,Beatles,The Long And Winding Road / For You Blue,-1,88
1970,42,Anne Murray,Snowbird,-1,57
1970,43,Marmalade,Reflections Of My Life,-1,42
1970,44,Eddie Holman,Hey There Lonely Girl,41,35
1970,45,Jaggerz,The Rapper,31,22
1970,46,Hollies,"He Ain’t Heavy, He’s My Brother",-1,64
1970,47,Alive and Kicking,"Tighter, Tighter",-1,-1
1970,48,Badfinger,Come And Get It,47,56
1970,49,Simon and Garfunkel,Cecelia,-1,75
1970,50,Charles Wright and The Watts 103rd Street Rhythm Band,Love Land,21,51
1970,51,Tyrone Davis,Turn Back The Hands Of Time,37,43
1970,52,Kinks,Lola,66,70
1970,53,Mungo Jerry,In The Summertime,65,53
1970,54,R. Dean Taylor,Indiana Wants Me,-1,42
1970,55,Rare Earth,(I Know) I’m Losing You,-1,45
1970,56,Bobby Sherman,"Easy Come, Easy Go",-1,27
1970,57,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,62,51
1970,58,Four Tops,Still Water (Love),47,66
1970,59,Chicago,Make Me Smile,34,70
1970,60,Frijid Pink,House Of The Rising Sun,-1,28
1970,61,Chicago,25 Or 6 To 4,62,70
1970,62,White Plains,My Baby Loves Lovin’,-1,27
1970,63,Friends Of Distinction,Love Or Let Me Be Lonely,-1,37
1970,64,Brotherhood Of Man,United We Stand,-1,36
1970,65,Carpenters,We’ve Only Just Begun,-1,74
1970,66,Mark Lindsay,Arizona,36,32
1970,67,James Taylor,Fire And Rain,70,70
1970,68,Gene Chandler,Groovy Situation,-1,45
1970,69,Santana,Evil Ways,60,76
1970,70,Guess Who,No Time,-1,60
1970,71,Delfonics,Didn’t I (Blow Your Mind This Time),-1,54
1970,72,Elvis Presley,The Wonder Of You / Mama Liked The Roses,-1,81
1970,73,Creedence Clearwater Revival,Up Around The Bend / Run Through The Jungle,-1,79
1970,74,Ronnie Dyson,(If You Let Me Make Love To You Then) Why Can’t I Touch You,-1,26
1970,75,B.J. Thomas,I Just Can’t Help Believing,-1,53
1970,76,Spinners,It’s A Shame,-1,62
1970,77,Bobbi Martin,For The Love Of Him,-1,10
1970,78,Mountain,Mississippi Queen,66,59
1970,79,Ike and Tina Turner,I Want To Take You Higher,-1,57
1970,80,Joe Cocker,The Letter,29,66
1970,81,Tee Set,Ma Belle Amie,-1,27
1970,82,Originals,The Bells,-1,45
1970,83,Christie,Yellow River,47,48
1970,84,100 Proof Aged In Soul,Somebody’s Been Sleeping,-1,-1
1970,85,Ides Of March,Vehicle,48,36
1970,86,Pipkins,Gimme Dat Ding,24,18
1970,87,Robin Mcnamara,Lay A Little Lovin’ On Me,-1,5
1970,88,Supremes,Up The Ladder To The Roof,36,68
1970,89,Creedence Clearwater Revival,Travelin’ Band / Who’ll Stop The Rain,-1,79
1970,90,Sandpipers,Come Saturday Morning,21,33
1970,91,Temptations,Psychedelic Shack,37,71
1970,92,Tom Jones,Without Love (There Is Nothing),-1,63
1970,93,Pacific Gas and Electric,Are You Ready?,19,26
1970,94,"Crosby, Stills, Nash and Young",Woodstock,55,65
1970,95,Dionne Warwick,I’ll Never Fall In Love Again,-1,63
1970,96,New Seekers,Look What They’ve Done To My Song Ma,-1,33
1970,97,Joe South,Walk A Mile In My Shoes,6,33
1970,98,B.B. King,The Thrill Is Gone,44,65
1970,99,Glen Campbell,It’s Only Make Believe,-1,62
1970,100,Aretha Franklin,Call Me,45,75
1971,1,Three Dog Night,Joy To The World,61,60
1971,2,Rod Stewart,Maggie May / (Find A) Reason To Believe,-1,75
1971,3,Carole King,It’s Too Late / I Feel The Earth Move,-1,66
1971,4,Osmonds,One Bad Apple,33,40
1971,5,Bee Gees,How Can You Mend A Broken Heart,55,76
1971,6,Raiders,Indian Reservation,44,60
1971,7,Donny Osmond,Go Away Little Girl,28,61
1971,8,John Denver,"Take Me Home, Country Roads",66,74
1971,9,Temptations,Just My Imagination (Running Away With Me),61,71
1971,10,Dawn,Knock Three Times,45,55
1971,11,Janis Joplin,Me And Bobby McGee,68,67
1971,12,Al Green,Tired Of Being Alone,66,69
1971,13,Honey Cone,Want Ads,-1,35
1971,14,Undisputed Truth,Smiling Faces Sometimes,54,45
1971,15,Cornelius Brothers and Sister Rose,Treat Her Like A Lady,-1,44
1971,16,James Taylor,You’ve Got A Friend,-1,70
1971,17,Jean Knight,Mr. Big Stuff,63,51
1971,18,Rolling Stones,Brown Sugar,68,81
1971,19,Lee Michaels,Do You Know What I Mean,42,30
1971,20,Joan Baez,The Night They Drove Old Dixie Down,52,56
1971,21,Marvin Gaye,What’s Going On,-1,76
1971,22,Paul and Linda McCartney,Uncle Albert-Admiral Halsey,-1,0
1971,23,Bill Withers,Ain’t No Sunshine,-1,71
1971,24,Five Man Electrical Band,Signs,-1,32
1971,25,Tom Jones,She’s A Lady,-1,63
1971,26,Murray Head and The Trinidad Singers,Superstar,-1,-1
1971,27,Free Movement,I Found Someone Of My Own,-1,0
1971,28,Jerry Reed,Amos Moses,47,56
1971,29,Grass Roots,Temptation Eyes,-1,57
1971,30,Carpenters,Superstar,54,74
1971,31,George Harrison,My Sweet Lord / Isn’t It A Pity,-1,71
1971,32,Donny Osmond,Sweet And Innocent,16,61
1971,33,Ocean,Put Your Hand In The Hand,32,83
1971,34,Daddy Dewdrop,Chick-a-boom,-1,13
1971,35,Carpenters,For All We Know,49,74
1971,36,Sammi Smith,Help Me Make It Through The Night,-1,33
1971,37,Carpenters,Rainy Days And Mondays,58,74
1971,38,Gordon Lightfoot,If You Could Read My Mind,53,60
1971,39,Cher,"Gypsy, Tramps And Thieves",-1,73
1971,40,Jackson 5,Never Can Say Goodbye,46,76
1971,41,Lynn Anderson,Rose Garden,55,48
1971,42,"Hamilton, Joe Frank and Reynolds",Don’t Pull Your Love,-1,35
1971,43,Ringo Starr,It Don’t Come Easy,-1,51
1971,44,Nitty Gritty Dirt Band,Mr. Bojangles,-1,56
1971,45,Fuzz,I Love You Foe All Seasons,-1,46
1971,46,Dramatics,Whatcha See Is Whatcha Get,35,53
1971,47,Carly Simon,That’s The Way I’ve Always Heard It Should Be,-1,64
1971,48,Stevie Wonder,If You Really Love Me,42,79
1971,49,Aretha Franklin,Spanish Harlem,-1,75
1971,50,Helen Reddy,I Don’t Know How To Love Him,-1,46
1971,51,Osmonds,Yo-yo,21,40
1971,52,Aretha Franklin,Bridge Over Troubled Water,-1,75
1971,53,Partridge Family,Doesn’t Somebody Want To Be Wanted,-1,45
1971,54,Tommy James,Draggin’ The Line,31,51
1971,55,Ike and Tina Turner,Proud Mary,24,57
1971,56,Chicago,Beginnings / Color My World,-1,70
1971,57,Bells,Stay Awhile,-1,62
1971,58,Stampeders,Sweet City Woman,48,37
1971,59,Lobo,Me And You And A Dog Named Boo,36,58
1971,60,Paul McCartney,"Another Day / Oh Woman, Oh Why",-1,79
1971,61,Bread,If,53,63
1971,62,Marvin Gaye,Mercy Mercy Me (The Ecology),56,76
1971,63,Brewer and Shipley,One Toke Over The Line,38,33
1971,64,8th Day,She’s Not Just Another Woman,-1,38
1971,65,Freda Payne,Bring The Boys Home,-1,39
1971,66,Rare Earth,I Just Want To Celebrate,38,45
1971,67,Delaney and Bonnie and Friends,Never Ending Song Of Love,-1,-1
1971,68,Freddy Hart,Easy Loving,-1,2
1971,69,Three Dog Night,Liar,22,60
1971,70,Honey Cone,Stick-up,-1,35
1971,71,Mac and Katie Kissoon,Chirpy Chirpy Cheep Cheep,-1,22
1971,72,Andy Williams,Love Story (Where Do I Begin),-1,76
1971,73,Cat Stevens,Wild World,74,71
1971,74,Jerry Reed,"When You’re Hot, You’re Hot",-1,56
1971,75,Beginning Of The End,Funky Nassau,-1,41
1971,76,Olivia Newton-John,If Not For You,-1,68
1971,77,King Floyd,Groove Me,-1,45
1971,78,Bobby Goldsboro,Watching Scotty Grow,1,47
1971,79,Matthews’ Southern Comfort,Woodstock,-1,29
1971,80,Judy Collins,Amazing Grace,26,51
1971,81,Dave Edmunds,I Hear You Knocking,-1,47
1971,82,Bee Gees,Lonely Days,48,76
1971,83,Fortunes,Here Comes That Rainy Day Feeling Again,-1,42
1971,84,Who,Won’t Get Fooled Again,-1,72
1971,85,Denise Lasalle,Trapped By A Thing Called Love,-1,39
1971,86,Jackson 5,Mama’s Pearl,-1,76
1971,87,Buoys,Timothy,25,27
1971,88,Partridge Family,I Woke Up In Love This Morning,-1,45
1971,89,Isaac Hayes,Theme From “Shaft”,51,56
1971,90,Gladys Knight and The Pips,If I Were Your Woman,48,61
1971,91,Neil Diamond,I Am..I Said,56,70
1971,92,Paul Stookey,Wedding Song (There Is Love),33,26
1971,93,Wilson Pickett,"Don’t Knock My Love, Pt. 1",-1,63
1971,94,Doors,Love Her Madly,64,76
1971,95,Richie Havens,Here Comes The Sun,-1,47
1971,96,Wadsworth Mansion,Sweet Mary,-1,10
1971,97,Brenda and The Tabulations,Right On The Tip Of My Tongue,-1,26
1971,98,Fifth Dimension,One Less Bell To Answer,-1,28
1971,99,Doors,Riders On The Storm,72,76
1971,100,Perry Como,It’s Impossible,-1,73
1972,1,Roberta Flack,The First Time Ever I Saw Your Face,62,65
1972,2,Gilbert O’Sullivan,Alone Again (Naturally),-1,-1
1972,3,Don McLean,American Pie,68,65
1972,4,Nilsson,Without You,58,60
1972,5,Sammy Davis Jr.,Candy Man,-1,55
1972,6,Joe Tex,I Gotcha,41,40
1972,7,Bill Withers,Lean On Me,67,71
1972,8,Mac Davis,Baby Don’t Get Hooked On Me,-1,39
1972,9,Melanie,Brand New Key,37,73
1972,10,Wayne Newton,Daddy Dont You Walk So Fast,-1,47
1972,11,Al Green,Let’s Stay Together,-1,69
1972,12,Looking Glass,Brandy (You’re A Fine Girl),-1,59
1972,13,Chi-Lites,Oh Girl,-1,49
1972,14,Gallery,Nice To Be With You,-1,37
1972,15,Chuck Berry,My Ding-A-Ling,32,71
1972,16,Luther Ingram,If Loving You Is Wrong I Don’t Want To Be Right,-1,35
1972,17,Neil Young,Heart Of Gold,69,73
1972,18,Stylistics,"Betcha By Golly, Wow",30,56
1972,19,Staple Singers,I’ll Take You There,-1,60
1972,20,Michael Jackson,Ben,53,86
1972,21,Robert John,The Lion Sleeps Tonight,-1,39
1972,22,Billy Preston,Outa-space,36,49
1972,23,War,Slippin’ Into Darkness,26,66
1972,24,Hollies,Long Cool Woman (In A Black Dress),62,64
1972,25,Mouth and MacNeal,How Do You Do,-1,31
1972,26,Neil Diamond,Song Sung Blue,51,70
1972,27,America,A Horse With No Name,75,69
1972,28,Hot Butter,Popcorn,-1,32
1972,29,Main Ingredient,Everybody Plays The Fool,13,44
1972,30,Climax,Precious And Few,37,44
1972,31,5th Dimension,Last Night I Didn’t Get To Sleep At All,-1,50
1972,32,Moody Blues,Nights In White Satin,65,62
1972,33,Raspberries,Go All The Way,64,51
1972,34,Cornelius Brothers and Sister Rose,Too Late To Turn Back Now,-1,44
1972,35,O’Jays,Back Stabbers,-1,-1
1972,36,Osmonds,Down By The Lazy River,26,40
1972,37,Jonathan Edwards,Sunshine,46,37
1972,38,Mel and Tim,Starting All Over Again,-1,39
1972,39,Badfinger,Day Atter Day,-1,56
1972,40,Elton John,Rocket Man,78,82
1972,41,Michael Jackson,Rockin’ Robin,54,86
1972,42,Daniel Boone,Beautiful Sunday,-1,34
1972,43,Dennis Coffey and The Detroit Guitar Band,Scorpio,7,8
1972,44,Cat Stevens,Morning Has Broken,63,71
1972,45,Arlo Guthrie,The City Of New Orleans,-1,47
1972,46,Rick Nelson,Garden Party,-1,0
1972,47,Johnny Nash,I Can See Clearly Now,64,55
1972,48,Elvis Presley,Burning Love,-1,81
1972,49,Betty Wright,Clean Up Woman,59,53
1972,50,Argent,Hold Your Head Up,39,35
1972,51,Chakachas,Jungle Fever,-1,34
1972,52,Bread,Everything I Own,66,63
1972,53,Dramatics,In The Rain,26,53
1972,54,Al Green,Look What You Done For Me,43,69
1972,55,Donna Fargo,The Happiest Girl In The Whole U.S.A.,-1,33
1972,56,T. Rex,Bang A Gong (Get It On),60,62
1972,57,Paul Simon,Mother And Child Reunion,52,72
1972,58,Roberta Flack and Donny Hathaway,Where Is The Love,-1,0
1972,59,Al Green,I’m Still In Love With You,-1,69
1972,60,Derek and The Dominos,Layla,72,62
1972,61,Aretha Franklin,Day Dreaming,53,75
1972,62,Cher,The Way Of Love,29,73
1972,63,Three Dog Night,Black And White,19,60
1972,64,Dr. Hook and The Medicine Show,Sylvia’s Mother,-1,-1
1972,65,Carpenters,Hurting Each Other,43,74
1972,66,Nilsson,Coconut,52,60
1972,67,Donny Osmond,Puppy Love,36,61
1972,68,Jim Croce,You Don’t Mess Around With Jim,-1,65
1972,69,Commander Cody and His Lost Planet Airmen,Hot Rod Lincoln,43,34
1972,70,Sonny and Cher,A Cowboy’s Work Is Never Done,-1,55
1972,71,Apollo 100,Joy,-1,28
1972,72,Carly Simon,Anticipation,41,64
1972,73,Three Dog Night,Never Been To Spain,46,60
1972,74,Charlie Pride,Kiss An Angel Good Morning,-1,-1
1972,75,Alice Cooper,School’s Out,-1,65
1972,76,Chicago,Saturday In The Park,60,70
1972,77,Joe Simon,Drowning In The Sea Of Love,50,42
1972,78,Bill Withers,Use Me,60,71
1972,79,Sly and The Family Stone,Family Affair,57,63
1972,80,Jimmy Castor Bunch,Troglodyte,-1,34
1972,81,Redbone,The Witch Queen Of New Orleans,-1,63
1972,82,Curtis Mayfield,Freddie’s Dead,-1,62
1972,83,Joe Simon,Power Of Love,-1,42
1972,84,Jerry Butler and Brenda Lee Eager,Ain’t Understanding Mellow,-1,-1
1972,85,Harry Chapin,Taxi,37,55
1972,86,Beverly Bremers,Don’t Say You Don’t Rememeer,-1,14
1972,87,Bobby Vinton,Sealed With A Kiss,59,59
1972,88,Todd Rundgren,I Saw The Light,56,56
1972,89,Sailcat,Motorcycle Mama,18,10
1972,90,Godspell,Day By Day,-1,39
1972,91,Yes,Roundabout,63,63
1972,92,Jackson Browne,Doctor My Eyes,62,65
1972,93,New Seekers,I’d Like To Teach The World To Sing,-1,33
1972,94,Don Mclean,Vincent / Castles In The Air,-1,65
1972,95,Detroit Emeralds,Baby Let Me Take You (In My Arms),-1,40
1972,96,Rick Springfield,Speak To The Sky,17,63
1972,97,Hillside Singers,I’d Like To Teach The World To Sing,-1,-1
1972,98,Love Unlimited,Walking In The Rain With The One I Love,-1,47
1972,99,James Brown,"Good Foot, Pt. 1",24,68
1972,100,Isley Bros.,Pop That Thang,-1,-1
1973,1,Tony Orlando and Dawn,Tie A Yellow Ribbon ‘Round The Ole Oak Tree,-1,45
1973,2,Jim Croce,Bad Bad Leroy Brown,51,65
1973,3,Roberta Flack,Killing Me Softly With His Song,71,65
1973,4,Marvin Gaye,Let’s Get It On,-1,76
1973,5,Paul McCartney and Wings,My Love,-1,-1
1973,6,Kris Kristofferson,Why Me,32,57
1973,7,Elton John,Crocodile Rock,64,82
1973,8,Billy Preston,Will It Go Round In Circles,-1,49
1973,9,Carly Simon,You’re So Vain,-1,64
1973,10,Diana Ross,Touch Me In The Morning,42,68
1973,11,Vicki Lawrence,The Night The Lights Went Out In Georgia,-1,26
1973,12,Clint Holmes,Playground In My Mind,25,17
1973,13,Stories,Brother Louie,37,51
1973,14,Helen Reddy,Delta Dawn,32,46
1973,15,Billy Paul,Me And Mrs. Jones,61,56
1973,16,Edgar Winter Group,Frankenstein,40,49
1973,17,Dobie Gray,Drift Away,-1,50
1973,18,Sweet,Little Willy,-1,64
1973,19,Stevie Wonder,You Are The Sunshine Of My Life,63,79
1973,20,Cher,Half Breed,40,73
1973,21,Isley Bros.,That Lady,-1,-1
1973,22,Sylvia,Pillow Talk,-1,46
1973,23,Grand Funk Railroad,We’re An American Band,-1,57
1973,24,Dr. John,"Right Place, Wrong Time",57,57
1973,25,Skylark,Wildflower,-1,25
1973,26,Stevie Wonder,Superstition,58,79
1973,27,Paul Simon,Loves Me Like A Rock,39,72
1973,28,Maureen McGovern,The Morning After,-1,34
1973,29,John Denver,Rocky Mountain High,60,74
1973,30,Stealers Wheel,Stuck In The Middle With You,-1,61
1973,31,Three Dog Night,Shambala,51,60
1973,32,O’Jays,Love Train,-1,-1
1973,33,Barry White,I’m Gonna Love You Just A Little More,-1,67
1973,34,Tony Orlando and Dawn,"Say, Has Anybody Seen My Sweet Gypsy Rose",-1,45
1973,35,Eddie Kendricks,Keep On Truckin’ (Pt. 1),-1,48
1973,36,King Harvest,Dancing In The Moonlight,65,55
1973,37,Anne Murray,Danny’s Song,-1,57
1973,38,Bobby “Boris” Pickett and The Crypt Kickers,Monster Mash,69,49
1973,39,Bloodstone,Natural High,-1,40
1973,40,Seals and Crofts,Diamond Girl,45,61
1973,41,Doobie Brothers,Long Train Running,0,69
1973,42,George Harrison,Give Me Love (Give Me Peace On Earth),59,71
1973,43,Sly and The Family Stone,If You Want Me To Stay,60,63
1973,44,Jermaine Jackson,Daddy’s Home,-1,49
1973,45,Gladys Knight and The Pips,Neither One Of Us (Wants To Be The First To Say Goodbye),46,61
1973,46,New York City,I’m Doing Fine Now,-1,55
1973,47,Spinners,Could It Be I’m Falling In Love,-1,62
1973,48,Elton John,Daniel,61,82
1973,49,Gladys Knight and The Pips,Midnight Train To Georgia,60,61
1973,50,Deep Purple,Smoke On The Water,62,70
1973,51,Dr. Hook and The Medicine Show,The Cover Of Rolling Stone,-1,-1
1973,52,Charlie Rich,Behind Closed Doors,48,50
1973,53,Loggins and Messina,Your Mama Don’t Dance,-1,55
1973,54,Chicago,Feelin’ Stronger Every Day,37,70
1973,55,War,The Cisco Kid,27,66
1973,56,Wings,Live And Let Die,28,64
1973,57,Hurricane Smith,"Oh, Babe, What Would You Say?",-1,26
1973,58,Johnnie Taylor,I Believe In You,37,48
1973,59,Carpenters,Sing,44,74
1973,60,Four Tops,Ain’t No Woman (Like The One I Got),-1,66
1973,61,Eric Weissberg and Steve Mandel,Dueling Banjos,-1,-1
1973,62,Stevie Wonder,Higher Ground,62,79
1973,63,Al Green,Here I Am (Come And Take Me),54,69
1973,64,B.W. Stevenson,My Maria,40,28
1973,65,Curtis Mayfield,Superfly,54,62
1973,66,Gilbert O’Sullivan,Get Down,-1,-1
1973,67,Edward Bear,Last Song,-1,24
1973,68,Steely Dan,Reelin’ In The Years,67,69
1973,69,Focus,Hocus Pocus,52,60
1973,70,Carpenters,Yesterday Once More,63,74
1973,71,Bette Midler,Boogie Woogie Bugle Boy,36,58
1973,72,Gilbert O’Sullivan,Clair,-1,-1
1973,73,Steely Dan,Do It Again,68,69
1973,74,Paul Simon,Kodachrome,53,72
1973,75,Timmy Thomas,Why Can’t We Live Together,-1,47
1973,76,Tower Of Power,So Very Hard To Go,45,53
1973,77,Bette Midler,Do You Want To Dance?,44,58
1973,78,Johnny Rivers,Rockin’ Pneumonia And The Boogie Woogie Flu,28,46
1973,79,Allman Brothers,Ramblin’ Man,68,67
1973,80,Temptations,Masterpiece,43,71
1973,81,Helen Reddy,Peaceful,21,46
1973,82,Spinners,One Of A Kind (Love Affair),40,62
1973,83,Donna Fargo,Funny Face,-1,33
1973,84,Ohio Players,Funky Worm,-1,55
1973,85,Rolling Stones,Angie,70,81
1973,86,Blue Ridge Rangers,Jambalaya (On The Bayou),-1,-1
1973,87,Lobo,Don’t Expect Me To Be Your Friend,-1,58
1973,88,Stylistics,Break Up To Make Up,43,56
1973,89,Jud Strunk,Daisy A Day,-1,-1
1973,90,Deodato,Also Sprach Zarathustra (2001),-1,46
1973,91,Johnny Nash,Stir It Up,28,55
1973,92,Pink Floyd,Money,72,83
1973,93,War,Gypsy Man,13,66
1973,94,War,The World Is A Ghetto,27,66
1973,95,Pointer Sisters,Yes We Can Can,25,65
1973,96,Edgar Winter Group,Free Ride,57,49
1973,97,David Bowie,Space Oddity,71,83
1973,98,Albert Hammond,It Never Rains In Southern California,61,56
1973,99,Donny Osmond,The Twelfth Of Never,22,61
1973,100,Temptations,Papa Was A Rolling Stone,-1,71
1974,1,Barbra Streisand,The Way We Were,51,68
1974,2,Terry Jacks,Seasons In The Sun,49,46
1974,3,Love Unlimited Orchestra,Love’s Theme,-1,47
1974,4,Redbone,Come And Get Your Love,71,63
1974,5,Jackson 5,Dancing Machine,56,76
1974,6,Grand Funk Railroad,The Loco-Motion,40,57
1974,7,MFSB,TSOP,32,45
1974,8,Ray Stevens,The Streak,31,41
1974,9,Elton John,Bennie And The Jets,66,82
1974,10,Mac Davis,One Hell Of A Woman,23,39
1974,11,Aretha Franklin,Until You Come Back To Me (That’s What I’m Gonna Do),-1,75
1974,12,Kool and The Gang,Jungle Boogie,61,66
1974,13,Maria Muldaur,Midnight At The Oasis,40,38
1974,14,Stylistics,You Make Me Feel Brand New,56,56
1974,15,Al Wilson,Show And Tell,47,44
1974,16,Jim Stafford,Spiders And Snakes,33,30
1974,17,David Essex,Rock On,41,46
1974,18,John Denver,Sunshine On My Shoulder,-1,74
1974,19,Blue Magic,Sideshow,47,43
1974,20,Blue Swede,Hooked On A Feeling,76,63
1974,21,Bo Donaldson and The Heywoods,Billy Don’t Be A Hero,-1,23
1974,22,Paul McCartney and Wings,Band On The Run,-1,-1
1974,23,Charlie Rich,The Most Beautiful Girl,50,50
1974,24,Jim Croce,Time In A Bottle,57,65
1974,25,John Denver,Annie’s Song,-1,74
1974,26,Olivia Newton-John,Let Me Be There,-1,68
1974,27,Gordon Lightfoot,Sundown,61,60
1974,28,Paul Anka,(You’re) Having My Baby,-1,64
1974,29,Andy Kim,Rock Me Gently,-1,40
1974,30,Eddie Kendricks,Boogie Down,-1,48
1974,31,Ringo Starr,You’re Sixteen,45,51
1974,32,Olivia Newton-John,If You Love Me (Let Me Know),-1,68
1974,33,Cher,Dark Lady,39,73
1974,34,Gladys Knight and The Pips,Best Thing That Ever Happened To Me,45,61
1974,35,Roberta Flack,Feel Like Makin’ Love,-1,65
1974,36,Main Ingredient,Just Don’t Want To Be Lonely,-1,44
1974,37,Billy Preston,Nothing From Nothing,51,49
1974,38,George McCrae,Rock Your Baby,34,53
1974,39,Carpenters,Top Of The World,62,74
1974,40,Steve Miller Band,The Joker,74,68
1974,41,Gladys Knight and The Pips,I’ve Got To Use My Imagination,-1,61
1974,42,Three Dog Night,The Show Must Go On,-1,60
1974,43,Hues Corporation,Rock The Boat,60,49
1974,44,Brownsville Station,Smokin’ In The Boy’s Room,-1,30
1974,45,Stevie Wonder,Living For The City,47,79
1974,46,Paper Lace,The Night Chicago Died,-1,39
1974,47,Dionne Warwick and The Spinners,Then Came You,-1,-1
1974,48,Marvin Hamlisch,The Entertainer,36,39
1974,49,ABBA,Waterloo,58,79
1974,50,Hollies,The Air That I Breathe,62,64
1974,51,Steely Dan,Rikki Don’t Lose That Number,-1,69
1974,52,Carly Simon,Mockingbird,46,64
1974,53,Joni Mitchell,Help Me,50,67
1974,54,Anne Murray,You Won’t See Me,-1,57
1974,55,Barry White,"Never, Never Gonna Give You Up",-1,67
1974,56,Rufus,Tell Me Something Good,52,73
1974,57,Helen Reddy,You And Me Against The World,-1,46
1974,58,Righteous Brothers,Rock And Roll Heaven,-1,62
1974,59,Kool and The Gang,Hollywood Swinging,52,66
1974,60,William Devaughn,Be Thankful For What You Got,-1,47
1974,61,Johnny Bristol,Hang On In There Baby,-1,42
1974,62,Mocedades,Eres Tú (Touch The Wind),-1,56
1974,63,Bachman-Turner Overdrive,Takin’ Care Of Business,63,61
1974,64,Golden Earring,Radar Love,53,57
1974,65,Dave Loggins,Please Come To Boston,43,34
1974,66,Wet Willie,Keep On Smilin’,43,34
1974,67,Bobby Womack,Lookin’ For A Love,-1,61
1974,68,O’Jays,Put Your Hands Together,-1,-1
